Num;version_texte;version_corrigee;version_unifiee;id;type;lieu;ref_agorha;bio
;Chassinat;Émile Chassinat;Chassinat, Émile;echassinat;savant;Le Caire;;Égyptologue formé par Gaston Maspéro, correspondant de Doucet au Caire, Chassinat y est directeur de l'Institut français d'archéologie orientale de 1898 à 1912.
;;;;;;;;
;neveu André;André Dubrujeaud;Dubrujeaud, André;adubrujeaud;famille;;;Domicilié avec ses parents à Paris, André Dubrujeaud, né en 1877, est attaché acientifique au musée de l'Union centrale des arts décoratifs. Très lié avec son oncle Jacques Doucet, il l'accompagne dans ses voyages, comme en Egypte en 1909 et en Italie en 1911 et 1913. Il décède en 1915. 
;neveu André Dubrujeaud;André Dubrujeaud;Dubrujeaud, André;adubrujeaud;famille;;;Domicilié avec ses parents à Paris, André Dubrujeaud, né en 1877, est attaché acientifique au musée de l'Union centrale des arts décoratifs. Très lié avec son oncle Jacques Doucet, il l'accompagne dans ses voyages, comme en Egypte en 1909 et en Italie en 1911 et 1913. Il décède en 1915. 
;;;;;;;;
;;;;;;;;
;Mutiaux;Eugène Mutiaux;Mutiaux, Eugène;emutiaux;collectionneur;;https://agorha.inha.fr/ark:/54721/1227d32f-d1a9-4f41-8df4-bf2ba442ead5;Collectionneur, notamment d'arts asiatiques, proche-orientaux et antiques ,  parrain de l'écrivain Marcel Proust. 
;;;;;;;;
;Gavin;Gavin;Gavin, J.;gavin;artiste;;;Une estampe de Mlle Gavin est acquise en 1914 pour le cabinet d'estampes modernes de la BAA par l’intermédiaire du relieur encadreur Rémongin . 
;;;;;;;;
;Clement-Janin;Noël Clément-Janin;Clément-Janin, Noël;nclementjanin;savant;;https://agorha.inha.fr/ark:/54721/f4398b86-c2d5-4626-997e-5408766a94ec;Critique d’art et directeur de la Revue l’Estampe et l’Affiche, Noël Clément-Janin est engagé le 1er septembre 1911 par Doucet en tant que conservateur du cabinet d’estampes modernes de la BAA. Destiné à être un lieu d’étude de l’estampe, pour les artistes comme les chercheurs, ce cabinet comprend un large échantillon de manières et de techniques. L'une des particularités intéressantes de ce cabinet est que Clément-Janin favorise, en sus de l’acquisition des états définitifs, celle d'épreuves d’essai, témoins des étapes de la création artistique.
;Clément-Janin;Noël Clément-Janin;Clément-Janin, Noël;nclementjanin;savant;;https://agorha.inha.fr/ark:/54721/f4398b86-c2d5-4626-997e-5408766a94ec;Critique d’art et directeur de la Revue l’Estampe et l’Affiche, Noël Clément-Janin est engagé le 1er septembre 1911 par Doucet en tant que conservateur du cabinet d’estampes modernes de la BAA. Destiné à être un lieu d’étude de l’estampe, pour les artistes comme les chercheurs, ce cabinet comprend un large échantillon de manières et de techniques. L'une des particularités intéressantes de ce cabinet est que Clément-Janin favorise, en sus de l’acquisition des états définitifs, celle d'épreuves d’essai, témoins des étapes de la création artistique.
;;;;;;;;
;Roussel;Ker-Xavier Roussel;Roussel, Ker Xavier;kxroussel;artiste;;;Peintre fréquemment associé aux Nabis Bonnard et Vuillard dont Doucet souhaite acquérir des dessins pour le cabinet des dessins modernes de la BAA. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend 7 dessins de Ker Xavier Roussel. 
;;;;;;;;
;Hessel;Charles Hessèle;Hessèle, Charles;chessele;editeur;;;Galeriste-éditeur installé rue Laffitte à Paris, Hessèle publie en 1911 l’ouvrage Coups d’œil sur Paris de Noël Clément-Janin, illustré de 84 compositions de Charles Heyman. Il est l'un des promoteurs de l'estampe originale. 
;Hessèle;Charles Hessèle;Hessèle, Charles;chessele;editeur;;;Galeriste-éditeur installé rue Laffitte à Paris, Hessèle publie en 1911 l’ouvrage Coups d’œil sur Paris de Noël Clément-Janin, illustré de 84 compositions de Charles Heyman. Il est l'un des promoteurs de l'estampe originale. 
;;;;;;;;
;Rousseau;Le Douanier Rousseau;Rousseau, dit le Douanier;ldrousseau;artiste;;;Jacques Doucet achète en 1922 à Robert Delaunay, par l’entremise d’André Breton, La Charmeuse de serpents de 1907 du Douanier Rousseau (Paris, musée d'Orsay). 
;;;;;;;;
;Georges Hoentschel;Georges Hoentschel;Hoentschel, Georges;ghoentschel;artiste;;https://agorha.inha.fr/ark:/54721/b499f3c8-bcfb-4a4e-99a3-ffde14f76887;Architecte-décorateur spécialiste des décors d'ensemble reprenant des éléments décoratifs anciens ou copiés de l'ancien, Hoentschel a conçu en 1905-1906 avec Adrien Karbowsky, dans le goût du XVIIIe siècle, l'aménagement intérieur et la décoration de l'hôtel particulier de Doucet rue Spontini. 
;Hoentschel;Georges Hoentschel;Hoentschel, Georges;ghoentschel;artiste;;https://agorha.inha.fr/ark:/54721/b499f3c8-bcfb-4a4e-99a3-ffde14f76887;Architecte-décorateur spécialiste des décors d'ensemble reprenant des éléments décoratifs anciens ou copiés de l'ancien, Hoentschel a conçu en 1905-1906 avec Adrien Karbowsky, dans le goût du XVIIIe siècle, l'aménagement intérieur et la décoration de l'hôtel particulier de Doucet rue Spontini. 
;;;;;;;;
;Legrain;Pierre Legrain;Legrain, Pierre;plegrain;artiste;;;Décorateur et ébéniste français moderniste travaillant pour Doucet, à la fois pour l'aménagement de son appartement de l'avenue du Bois et en tant que relieur pour sa bibliothèque littéraire. 
;;;;;;;;
;de Losques;Daniel de Losques;de Losques, Daniel;ddlosques;artiste;;;Jeune dessinateur et affichiste, Jean de Losques est mort au combat en août 1915.  
;;;;;;;;
;D’Annunzi;Gabriel d’Annunzio;d’Annunzio, Gabriel;gdannunzio;ecrivain;;;Le 23 mai 1915, l’Italie déclare la Guerre à l’Autriche, après une campagne d’opinion menée par Gabriel d’Annunzio. André Suarès avait fait l’éloge de l’auteur italien dans sa lettre à Jacques Doucet du 19 mai 1915.  
;;;;;;;;
;de Bleves. (Barbazange);Henri-Jean Barbazanges;Barbazanges, Henri-Jean;hjbarbazanges;collectionneur;;;"Dédiée aux artistes modernes, la galerie Barbazanges ouvre ses portes en 1902 boulevard Haussmann à Paris, puis s'installe en 1910 à l'arrière de l'hôtel particulier du couturier Paul Poiret.  Correspondant quelques années avec René-Jean, Barbazanges est l'un des prêteurs à ""L’Exposition centennale d’art français"" organisée par l’Institut français de Saint-Pétersbourg en 1912."
;;;;;;;;
;Desvallières;Georges Desvallières;Desvallières, Georges;gdesvallieres;artiste;;;"Ami de René Piot, le peintre Desvallières participe en 1903 à la fondation du Salon d'automne. Après la première guerre mondiale, il crée avec Maurice Denis les ""ateliers d'art sacré"". Sa fille Sabine est sans doute l'auteur des rideaux de la salle-à-manger de l'appartement de Doucet avenue du Bois. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend 4 aquarelles de Desvallières."
;;;;;;;;
;Nuaud;Paul Nuaud;Nuaud, Paul;pnuaud;famille;;;Paul Nuaud est le jeune frère de Jeanne Raimon, maîtresse de Jacques Doucet décédée le 28 février 1911. Diplômé de l’École spéciale d’architecture en 1904 puis de l’École des Beaux-Arts en 1909 avec « l’habitation d’un artiste peintre », il est en 1928 chargé par Doucet de la réalisation du Studio au 33 rue Saint-James à Neuilly-sur-Seine. Nuaud figure sur le testament du couturier. 
;;;;;;;;
;Lepape;Georges Lepape;Lepape, Georges;glepape;artiste;;;Illustrateur très lié à Paul Poiret (Les Choses de Paul Poiret vues par Georges Lepape, 1911), Lepape travaille pour les périodiques de mode tels que La Gazette du Bon Ton. 
;;;;;;;;
;Deshairs;Léon Deshairs;Deshairs, Léon;ldeshairs;savant;;;Historien de l'art initialement spécialisé sur l'art du XVIIIe siècle, Deshairs est conservateur de la bibliothèque de l'Union centrale des arts décoratifs à partir de 1904, alors qu'elle est installée dans le Palais du Louvre. A ce titre, il connaît bien René-Jean, qu'il recrute en 1904, et Doucet, membre du conseil d'administration de l'UCAD. 
;;;;;;;;
;Lafenestre;Georges Lafenestre;Lafenestre, Georges;glafenestre;collectionneur;;;Historien de l'art, conservateur au musée du Louvre et membre de l'Institut, ayant constitué une importante collection de photographies d'art italien. 
;;;;;;;;
;Probsthain;Probsthain;Probsthain;org3;fournisseur;;;Fondée à Londres en 1903, la librairie Probsthain a pour spécialité les littératures et civilisations orientales. C'est l'un des fournisseurs les plus importants de la BAA avant la première guerre mondiale, avec des livraisons très régulières à partir de juillet 1910, quelquefois conséquentes comme fin 1912 et début 1913. Ses envois comptent pour la plupart une majorité d'imprimés en langue anglaise. 
;Probstain;Probsthain;Probsthain;org3;fournisseur;;;Fondée à Londres en 1903, la librairie Probsthain a pour spécialité les littératures et civilisations orientales. C'est l'un des fournisseurs les plus importants de la BAA avant la première guerre mondiale, avec des livraisons très régulières à partir de juillet 1910, quelquefois conséquentes comme fin 1912 et début 1913. Ses envois comptent pour la plupart une majorité d'imprimés en langue anglaise. 
;;;;;;;;
;Vignier;Charles Vignier;Vignier, Charles;cvignier;collectionneur;;https://agorha.inha.fr/ark:/54721/c73e2825-2bb2-4508-9dff-11e2dd315336;Poète symboliste faisant partie du cercle de Stéphane Mallarmé, Vignier ouvre en 1904 un commerce d'arts asiatiques, dont il est un collectionneur reconnu. Il sera l'expert de la vente de 1930 des collections orientales ayant appartenu à Doucet. 
;;;;;;;;
;Fouquet;Dr Daniel Marie Fouquet;Fouquet, Dr Daniel-Marie;dmfouquet;collectionneur;Le Caire ;;Médecin et collectionneur installé au Caire en 1881, le Dr Fouquet participe à la constitution des fonds de la BAA par l'envoi de photographies. Sa collection de bronzes grecs d'Egypte est publiée par la BAA en 1911 avec une introduction de Paul Perdrizet.  
;docteur Fouquet;Dr Daniel Marie Fouquet;Fouquet, Dr Daniel-Marie;dmfouquet;collectionneur;Le Caire ;;Médecin et collectionneur installé au Caire en 1881, le Dr Fouquet participe à la constitution des fonds de la BAA par l'envoi de photographies. Sa collection de bronzes grecs d'Egypte est publiée par la BAA en 1911 avec une introduction de Paul Perdrizet.  
;;;;;;;;
;Salinas;Antonino Salinas;Salinas, Antonino;asalinas;savant;Palerme;;Archéologue et numismate de Palerme, directeur de 1873 à 1914 du musée archéologique national. 
;;;;;;;;
;Mazerolle;Fernand Mazerolle;Mazerolle, Fernand;fmazerolle;savant;;;Archiviste-paléographe de formation, directeur du musée de la Monnaie, Mazerolle est chargé à la BAA de la numismatique et de l'orfèvrerie. 
;;;;;;;;
;CHAVANNES;Édouard Chavannes;Chavannes, Édouard;echavannes;savant;;https://agorha.inha.fr/ark:/54721/1a4339fb-aee9-420f-bf7f-5f5732b5eab1;Directeur d'études à l'École pratique des hautes études de 1908 à 1912, Chavannes collabore à partir de 1909 à la BAA en établissant des listes de travaux publiés en Occident sur l'art chinois. Il recommande également des achats au japon de livres imprimés en chinois. Ses photographies, d'abord destinées à la BAA, seront transférées au musée Guimet après la première guerre mondiale.  Il a été un membre très actif de la Société asiatique. 
;;;;;;;;
;S. LEVI;Sylvain Levi;Levi, Sylvain;slevi;savant;;;Professeur à l'École pratique des hautes études puis au Collège de France, Lévi forma Paul Pelliot, autre collaborateur de la BAA. 
;;;;;;;;
;Marseille;Léon Marseille;Marseille, Léon;lmarseille;marchand;;;Marchand d'art qui vend fin 1912 et début 1913 des estampes de Suzanne Valadon et Marie Laurencin au Cabinet des estampes modernes de la BAA.  
;;;;;;;;
;Sebah;Jean Sebah;Sebah, Jean;jsebah;artiste;Le Caire;;Pascal Sebah (1823-1886) fut un photographe chrétien de l'Empire ottoman, ayant un atelier à Constantinople à partir de 1857 et au Caire à partir de 1873. À sa mort, son frère Cosmi lui succède, puis son fils Jean (qui signe Jean Pascal), associé au photographe français Polycarpe Joaillier. 
;;;;;;;;
;Pourtalès;Guy de Pourtalès;Pourtalès, de, Guy;gdpourtales;ecrivain;;;Guy de Pourtalès est un écrivain brièvement engagé au service de propagande du ministère des Affaires étrangères pour la Suisse.   
;;;;;;;;
;Suarès;André Suarès;Suarès, André;asuares;ecrivain;;;"Rencontré début 1913 dans le Sud de la France, l'écrivain et poète André Suarès, surnommé ""le divin"" par Doucet, va constituer avec le couturier le projet de formation d'une bibliothèque littéraire. Il est, avec Pierre Reverdy puis André Breton, l'un de ses conseillers privilégiés. "
;André Suarez;André Suarès;Suarès, André;asuares;ecrivain;;;"Rencontré début 1913 dans le Sud de la France, l'écrivain et poète André Suarès, surnommé ""le divin"" par Doucet, va constituer avec le couturier le projet de formation d'une bibliothèque littéraire. Il est, avec Pierre Reverdy puis André Breton, l'un de ses conseillers privilégiés. "
;le divin;André Suarès;Suarès, André;asuares;ecrivain;;;"Rencontré début 1913 dans le Sud de la France, l'écrivain et poète André Suarès, surnommé ""le divin"" par Doucet, va constituer avec le couturier le projet de formation d'une bibliothèque littéraire. Il est, avec Pierre Reverdy puis André Breton, l'un de ses conseillers privilégiés. "
;;;;;;;;
;Poiret.;Paul Poiret;Poiret, Paul;ppoiret;collectionneur;;https://agorha.inha.fr/ark:/54721/e689036f-eed6-4142-8762-2e9c38d3da4c;"Couturier qui a été formé chez Doucet puis Worth avant d'ouvrir sa propre maison de couture en 1903, Poiret est également peintre et collectionneur. Doucet le fait travailler, ainsi que son ""Atelier Martine"", à l'aménagement du séjour de son appartement avenue du Bois. Le ""Salon de l'avenue d'Antin"" est situé à l'arrière de la maison de couture de Poiret ,  des expositions y sont organisées. "
;;;;;;;;
;des Nouettes;Richard Lefebvre des Nouettes;Lefebvre des Nouettes, Richard;rldnouettes;savant;;;Officier français (commandant), historien des techniques notamment connu pour ses travaux sur l'attelage. 
;Lefebvre des Nouettes;Richard Lefebvre des Nouettes;Lefebvre des Nouettes, Richard;rldnouettes;savant;;;Officier français (commandant), historien des techniques notamment connu pour ses travaux sur l'attelage. 
;;;;;;;;
;Maurice Denis;Maurice Denis;Denis, Maurice;mdenis;artiste;;;Autre figure importante du Post-impressionniste et rattaché au mouvement Nabi, Maurice Denis semble avoir influencé Doucet dans ses achats pour la BAA, notamment à travers son ouvrage de 1913 intitulé Théories. La BAA acquiert de nombreux dessins de Denis (17 sont vendus lors de la vente de décembre 1917 destinée à financer la donation de la BAA à l'Université).
;;;;;;;;
;Bakst;Léon Bakst;Bakst, Léon;lbakst;artiste;;;"Peintre et décorateur d'origine russe, Léon Bakst conçoit les costumes et décors des ""Ballets russes"". Il a eu une grande influence sur le monde parisien de la Haute couture du premier quart du XXe siècle. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend 4 gouaches de Bakst."
;Basck;Léon Bakst;Bakst, Léon;lbakst;artiste;;;"Peintre et décorateur d'origine russe, Léon Bakst conçoit les costumes et décors des ""Ballets russes"". Il a eu une grande influence sur le monde parisien de la Haute couture du premier quart du XXe siècle. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend 4 gouaches de Bakst."
;;;;;;;;
;Michaelis;Adolf Michaelis;Michaelis, Adolf;amichaelis;savant;Strasbourg;;Titulaire de la chaire d’archéologie classique à l’université de Strasbourg à compter de 1872, Michaelis, éminent archéologue allemand, y créa un musée des moulages et développa une photothèque associée. René-Jean, conseillé par Paul Perdrizet, initie en 1908 le projet d'acquérir pour la BAA la bibliothèque de Michaelis, riche en imprimés anciens. Ce projet est interrompu par le décès de l'archéologue, la vente de sa bibliothèque aux enchères et la préemption de l'Université de Strasbourg. 
;;;;;;;;
;Baer;Joseph Baer & Co.;Baer / Joseph Baer & Co.;org4;fournisseur;Francfort-sur-le-Main;;Libraire renommé fondé à la fin du XVIIIe siècle à Francfort-sur-le-Main, Baer est spécialisé à l'époque de la BAA dans les incunables et les livres illustrés des XVe et XVIe siècles. Il est l’un de ses fournisseurs importants. 
;;;;;;;;
;Gleizes;Albert Gleizes;Gleizes, Albert;agleizes;artiste;;;Peintre et théoricien français s'étant d'abord réclamé du mouvement cubiste, Gleizes publie en 1912 avec Jean Metzinger un traité intitulé Du Cubisme. 
;;;;;;;;
;Matisse;Henri Matisse;Matisse, Henri;hmatisse;artiste;;;"Alors que Matisse est encore peu connu, Doucet lui achète entre 1910 et 1914 la quasi totalité de ses estampes. Reconnaissant, Matisse fait ici remettre chez Doucet en juillet 1915, pour la BAA, deux séries de 15 et 12 eaux-fortes récentes. La grande toile Poissons rouges et palette de Matisse de 1914 (New York, Museum of Modern Art) ornera le ""Studio"" de Neuilly. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend 6 dessins de Matisse."
;;;;;;;;
;Berthe Morisot;Berthe Morisot;Morisot, Berthe;bmorisot;artiste;;;Peintre impressionniste, épouse d'Eugène Manet, le frère du peintre, Berthe Morisot est prisée de Doucet qui possède deux de ses huiles sur toile dans sa collection personnelle. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend une aquarelle de Berthe Morisot.
;;;;;;;;
;Monticelli;Adolphe Monticelli;Monticelli, Adolphe;amonticelli;artiste;;;Peintre originaire de Marseille que Doucet découvre chez le collectionneur Édouard Latil et sa sœur Marie de Jonquières. Riche tanneur de Toulon, Latil habite La Simiane, sur les hauteurs de la ville ,  il collectionne Friesz, Ziem, Monticelli, Verdilhan. Il reçoit chez lui Doucet au début de 1913, alors celui-ci séjourne à Hyères.
;;;;;;;;
;Dufrêne;Charles Dufresnes;Dufresnes, Charles;cdufresnes;artiste;;;D'obédience classique, Dufresne est un peintre et graveur français dont la BAA achète une dizaine d'œuvres avant la première guerre mondiale pour son cabinet d'estampes modernes.   
;;;;;;;;
;Cornu;Paul Cornu;Cornu, Paul;pcornu;savant;;https://agorha.inha.fr/ark:/54721/3b444c70-261b-446a-a2bb-5e1d938a44ad;Archiviste-paléographe, historien de l'art, bibliothécaire aux Arts décoratifs, Cornu a assuré à partir de 1912 pour Jacques Doucet la constitution d'un fonds consacré au costume au sein de la BAA. Il est décédé en décembre 1914. 
;;;;;;;;
;Leroux;Ernest Leroux;Leroux, Ernest;eleroux;editeur;;;Leroux, libraire-éditeur, s'installe en 1884 rue Bonaparte à Paris. Il se spécialise dans l'orientalisme, les études classiques et l'archéologie, publiant notamment les campagnes de fouilles. En 1900, il publie la Revue archéologique, les Annales du musée Guimet, la Revue des études grecques. Leroux est aussi l'éditeur officiel des publications du ministère de l'Instruction publique et des beaux-arts. 
;;;;;;;;
;Olschki;Léo Olschki;Olschki, Léo;org5;fournisseur;Florence;;La maison d'édition italienne Leo Olschki est créée en 1886. Ayant également une activité de libraire, elle est l'un des fournisseurs les plus importants de la BAA avant la première guerre mondiale, avec des envois ponctuels mais réguliers, mensuels ou bimensuels, de janvier 1911 à juillet 1914, composés pour la plupart d'imprimés en italien. 
;Olscky;Léo Olschki;Olschki, Léo;org5;fournisseur;Florence;;La maison d'édition italienne Leo Olschki est créée en 1886. Ayant également une activité de libraire, elle est l'un des fournisseurs les plus importants de la BAA avant la première guerre mondiale, avec des envois ponctuels mais réguliers, mensuels ou bimensuels, de janvier 1911 à juillet 1914, composés pour la plupart d'imprimés en italien. 
;;;;;;;;
;Bulloz;Jacques-Ernest Bulloz;Bulloz, Jacques-Ernest;jebulloz;fournisseur;;https://agorha.inha.fr/ark:/54721/d15f28d3-2682-43f5-a32c-80422d3574cc;Photographe, Jacques-Ernest Bulloz a reproduit de nombreuses œuvres d'art des musées français et de nombreux monuments. Il a été l'un des fournisseurs importants de la BAA pour les photographies. 
;;;;;;;;
;Quaritch;Bernard Quaritch;Quaritch, Bernard;bquarich;fournisseur;;https://agorha.inha.fr/ark:/54721/6e4f6d5b-d780-49c9-9ec3-f45374cb28c5;Spécialisée dans les livres rares et les manuscrits, la maison Quartitch, fondée à Londres en 1847, est l'un des fournisseurs les plus importants de la BAA avant la première guerre mondiale, ses envois étant réceptionnés quasiment chaque semaine de l'été 1910 à l'été 1914. Ses envois sont variés en sujets, comme en langues (anglais, allemand, italien...). 
;;;;;;;;
;Jacques Rosenthal;Jacques Rosenthal;Rosenthal, Jacques;jrosenthal;fournisseur;Munich;;Libraire et antiquaire d'origine juive installé à Munich. Avec son frère Ludwig Rosenthal, également libraire antiquaire, il est l'un des fournisseurs réguliers de la BAA de novembre 1910 à février 1914. 
;;;;;;;;
;Rosenberg;Léonce Rosenberg;Rosenberg, Léonce;lrosenberg;collectionneur;;;Fils et frère de marchands d'art renommés, Léonce Rosenberg se consacre aux artistes cubistes et abstraits, qu'il collectionne.
;;;;;;;;
;Vauxcelles;Louis Vauxcelles;Vauxcelles, Louis;lvauxcelles;critique;;;Louis Vauxcelles (1870-1943), pseudonyme de Louis Mayer, est resté célèbre pour avoir donné leur nom aux peintres « fauves » lors de leur exposition au Salon d’automne de 1905. La revue dont Doucet parle est sans doute Le carnet des artistes, bimensuel dont le premier numéro paraît le 1er février 1917. 
;;;;;;;;
;Madame;Myto René-Jean;René-Jean, Myto;mrenejean;famille;;;Elève de l’émailleur Paul Grandhomme, Myto née Pierrette Berteaux épouse René-Jean en 1906. Ils ont une fille Sabine, née en 1909. Orfèvre et créatrice de bijoux, Myto décède prématurément en 1912.  
;Madame René-Jean;Myto René-Jean;René-Jean, Myto;mrenejean;famille;;;Elève de l’émailleur Paul Grandhomme, Myto née Pierrette Berteaux épouse René-Jean en 1906. Ils ont une fille Sabine, née en 1909. Orfèvre et créatrice de bijoux, Myto décède prématurément en 1912.  
;;;;;;;;
;Paul Seruzier;Paul Sérusier;Sérusier, Paul;pserusier;artiste;;;Peintre post-impressionniste dont Doucet souhaite acquérir des dessins pour le cabinet des dessins modernes de la BAA. L'huile sur toile de Sérusier intitulée Le Talisman, 1888 (Paris, musée d'Orsay) avait été rendue célébre par un commentaire de Maurice Denis publié en 1903 dans L'Occident. 
;Paul Serusier;Paul Sérusier;Sérusier, Paul;pserusier;artiste;;;Peintre post-impressionniste dont Doucet souhaite acquérir des dessins pour le cabinet des dessins modernes de la BAA. L'huile sur toile de Sérusier intitulée Le Talisman, 1888 (Paris, musée d'Orsay) avait été rendue célébre par un commentaire de Maurice Denis publié en 1903 dans L'Occident. 
;;;;;;;;
;Odilon Redon;Odilon Redon;Redon, Odilon;oredon;artiste;;;Peintre et graveur français proche de Mallarmé et appartenant au mouvement symboliste, dont Doucet souhaite acquérir des dessins pour le cabinet des dessins modernes de la BAA. André Mellerio, ami proche de l'artiste, intercède auprès de lui afin qu'il vende en 1912 à la BAA sa propre collection. En retour, la Société pour l'étude de la gravure française, l'une des sociétés savantes sateliites de la BAA, publie en 1913 le catalogue par Mellerio de l'œuvre gravé de Redon. 
;;;;;;;;
;Dulac;Charles-Marie Dulac;Dulac, Charles-Marie;cmdulac;artiste;;;Peintre inconnu de nos jours, ayant débuté comme peintre de décoration, Dulac réalise des paysages et lithographies qui peuvent être rattachés au mouvement symboliste. Son album Cantique des créatures de 1894, comprenant 9 planches, ainsi que de nombreux paysages lithographiques sont acquis par la BAA. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend 14 dessins de Dulac.
;Marie-Charles Dulas;Charles-Marie Dulac;Dulac, Charles-Marie;cmdulac;artiste;;;Peintre inconnu de nos jours, ayant débuté comme peintre de décoration, Dulac réalise des paysages et lithographies qui peuvent être rattachés au mouvement symboliste. Son album Cantique des créatures de 1894, comprenant 9 planches, ainsi que de nombreux paysages lithographiques sont acquis par la BAA. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend 14 dessins de Dulac.
;;;;;;;;
;Ed. Cros;Henri-Edmond Cross;Cross, Henri-Edmond;hecross;artiste;;;Peintre et graveur post-impressionniste, membre du mouvement pointilliste. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend 8 dessins et 2 aquarelles de Cross.
;;;;;;;;
;Aristide Maillol;Aristide Maillol;Maillol, Aristide;amaillol;artiste;;;Peintre, graveur et sculpteur français. Son œuvre de graveur est représentée dans les collections d'estampes de la BAA dès avant la première guerre mondiale. C'est certainement René-Jean, qui s'intéresse beaucoup aux sculpteurs, qui encourage Doucet à acquérir de leurs dessins pour le cabinet des dessins modernes. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend 15 dessins de Maillol. 
;;;;;;;;
;Seurat;Georges Seurat;Seurat, Georges;gseurat;artiste;;;Peintre post-impressionniste dont Doucet souhaite acquérir des dessins pour le cabinet des dessins modernes de la BAA. Il achètera en 1923 une petite huile sur toile de Seurat, Etude pour le Cirque, 1891 (Paris, musée d'Orsay). La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend 2 dessins de Seurat. 
;;;;;;;;
;Signac;Paul Signac;Signac, Paul;psignac;artiste;;;Peintre post-impressionniste dont Doucet souhaite acquérir des dessins pour le cabinet des dessins modernes de la BAA. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend une aquarelle et 2 dessins de Signac.  
;;;;;;;;
;Pardinel;Charles Victor Pardinel;Pardinel, Charles Victor;cvpardinel;collectionneur;;https://agorha.inha.fr/ark:/54721/90b0feb4-6c33-46c7-b6c1-3b3d8b293bbc;Directeur de la maison Doucet rue de la Paix, Pardinel est également un collectionneur, membre de nombreuses sociétés. Il est le véritable bras droit en affaires de Doucet. 
;;;;;;;;
;Max Jacob;Max Jacob;Jacob, Max;mjacob;ecrivain;;;Figure essentielle du Paris artistique et littéraire des premières décennies du XXe siècle, grand ami de Picasso, Apollinaire et Marie Laurencin, Max Jacob donne à Doucet, avec Pierre Reverdy, des conseils complémentaires à ceux d'André Suarès pour la formation de sa bibliothèque littéraire, avant qu'André Breton ne devienne son employé en 1921.
;;;;;;;;
;Reverdy;Pierre Revedy;Reverdy, Pierre;preverdy;ecrivain;;;Poète français associé au cubisme puis au surréalisme, Reverdy fait partie avec André Suarès et André Breton des auteurs ayant conseillé Doucet dans ses achats de manuscrits pour sa bibliothèque littéraire. 
;;;;;;;;
;Copeau;Jacques Copeau;Copeau, Jacques;jcopeau;critique;;;Les contacts de Doucet avec Copeau, réformateur du théâtre en France au cours de la première moitié du XXe siècle, s'expliquent sans doute par sa clientèle, notamment constituée de comédiennes.  
;;;;;;;;
;Naudin;Bernard Naudin;Naudin, Bernard;bnaudin;artiste;;;Artiste oublié de nos jours mais que Doucet et ses contemporains (Cornu, Suarès) semblent beaucoup apprécier. Naudin voit 6 de ses gravures achetées par Doucet et Clément-Janin fin 1911 pour constituer le cabinet d'estampes modernes de la BAA. La vente de décembre 1917 destinée à financer la donation de la BAA à l'Université comprend un dessin de Naudin. 
;;;;;;;;
;Pottier;Edmond Pottier;Pottier, Edmond;epottier;savant;;;Maître de conférences de littérature grecque à la faculté des lettres de Rennes puis Toulouse avant d'entrer comme attaché libre au musée du Louvre (1884), Pottier y est conservateur-adjoint (1893) puis conservateur des antiquités orientales (1910). Il conseille René-Jean pour l'enrichissement des fonds de la BAA et le met en relation avec Thureau-Dangin.
;;;;;;;;
;Ranson;Paul Élie Ranson;Ranson, Paul Élie;peranson;artiste;;;Peintre nabi dont Doucet souhaite acquérir des dessins pour le cabinet des dessins modernes de la BAA.  
;;;;;;;;
;Schemit;Jean Schemit;Schemit, Jean;jschemit;fournisseur;;https://agorha.inha.fr/ark:/54721/cb614799-1e41-4d97-83b3-898bbd60a085;"Dès 1910, la BAA passe des commandes importantes d'ouvrages à Schemit, notamment sur le thème de Paris. Tant en nombre de commandes (310) qu'en nombre de titres (1966), Schemit est le fournisseur le plus important de la BAA entre 1911 et 1920. Il reprend en 1917 le catalogue des éditions de la BAA, éditions toutes sous-titrées ""Publications pour faciliter les études d'art en France""."
;;;;;;;;
;Picard;Charles Picard;Picard, Charles;cpicard;savant;;;Lauréat en 1905 de l'École normale supérieure puis en 1908 de l'agrégation de lettres, c'est à l'École française d'Athènes que Picard forge son œuvre d'archéologue de la Grèce antique. Doucet finance la publication de ses fouilles du site de Thasos, suspendue par la première guerre mondiale.
;;;;;;;;
;Sitte;Sitte;Sitte;sitte;savant;Innsbruck;;La collaboration de la BAA en 1913 et 1914 avec Sitte, professeur à Innsbruck, porte sur l'une des publications de la BAA en projet. 
;;;;;;;;
